"outcome","race","age","relationship","sex","marital_status"
0," Asian-Pac-Islander",45," Not-in-family"," Male"," Married-spouse-absent"
1," White",34," Wife"," Female"," Married-civ-spouse"
0," White",47," Not-in-family"," Female"," Divorced"
0," White",24," Own-child"," Male"," Married-civ-spouse"
1," Black",42," Unmarried"," Female"," Divorced"
0," White",53," Husband"," Male"," Married-civ-spouse"
0," White",38," Unmarried"," Male"," Divorced"
0," White",26," Not-in-family"," Male"," Never-married"
0," White",18," Own-child"," Male"," Never-married"
0," Black",43," Not-in-family"," Female"," Separated"
0," Black",26," Own-child"," Female"," Never-married"
0," White",47," Not-in-family"," Female"," Divorced"
1," White",26," Husband"," Male"," Married-civ-spouse"
0," Black",21," Wife"," Female"," Married-civ-spouse"
0," White",32," Unmarried"," Female"," Divorced"
1," White",48," Husband"," Male"," Married-civ-spouse"
1," Black",39," Unmarried"," Female"," Divorced"
0," White",58," Husband"," Male"," Married-civ-spouse"
0," White",55," Other-relative"," Female"," Never-married"
0," White",40," Not-in-family"," Male"," Never-married"
0," White",33," Unmarried"," Male"," Divorced"
1," White",74," Not-in-family"," Male"," Married-spouse-absent"
0," White",49," Not-in-family"," Male"," Widowed"
1," White",56," Unmarried"," Female"," Widowed"
1," White",29," Not-in-family"," Female"," Never-married"
0," Black",25," Own-child"," Male"," Never-married"
0," Black",57," Husband"," Male"," Married-civ-spouse"
0," White",29," Husband"," Male"," Married-civ-spouse"
0," White",28," Unmarried"," Male"," Never-married"
1," White",59," Husband"," Male"," Married-civ-spouse"
1," White",30," Not-in-family"," Male"," Never-married"
0," Black",28," Unmarried"," Female"," Never-married"
0," White",19," Own-child"," Female"," Never-married"
0," Black",40," Unmarried"," Female"," Never-married"
0," Black",28," Unmarried"," Female"," Never-married"
1," White",48," Husband"," Male"," Married-civ-spouse"
0," White",20," Not-in-family"," Female"," Never-married"
1," White",58," Wife"," Female"," Married-civ-spouse"
0," Black",19," Own-child"," Male"," Never-married"
0," White",75," Not-in-family"," Female"," Widowed"
0," White",24," Not-in-family"," Female"," Never-married"
0," White",31," Husband"," Male"," Married-civ-spouse"
0," White",28," Not-in-family"," Male"," Divorced"
0," White",41," Husband"," Male"," Married-civ-spouse"
0," White",23," Not-in-family"," Female"," Never-married"
1," White",46," Husband"," Male"," Married-civ-spouse"
0," Black",33," Own-child"," Male"," Never-married"
0," White",34," Husband"," Male"," Married-civ-spouse"
0," White",47," Not-in-family"," Male"," Divorced"
1," White",81," Husband"," Male"," Married-civ-spouse"
0," Other",45," Unmarried"," Male"," Widowed"
0," Asian-Pac-Islander",35," Not-in-family"," Male"," Never-married"
1," White",59," Not-in-family"," Female"," Widowed"
1," White",46," Husband"," Male"," Married-civ-spouse"
0," White",39," Husband"," Male"," Married-civ-spouse"
0," Black",23," Own-child"," Male"," Never-married"
0," White",25," Unmarried"," Female"," Never-married"
0," White",37," Not-in-family"," Male"," Never-married"
1," White",49," Husband"," Male"," Married-civ-spouse"
0," White",25," Husband"," Male"," Married-civ-spouse"
1," White",32," Husband"," Male"," Married-civ-spouse"
0," White",34," Not-in-family"," Male"," Never-married"
1," White",40," Husband"," Male"," Married-civ-spouse"
0," White",33," Unmarried"," Female"," Divorced"
0," White",78," Husband"," Male"," Married-civ-spouse"
1," White",31," Husband"," Male"," Married-civ-spouse"
0," White",61," Not-in-family"," Male"," Divorced"
0," White",22," Husband"," Male"," Married-civ-spouse"
0," Asian-Pac-Islander",29," Husband"," Male"," Married-civ-spouse"
0," Black",37," Other-relative"," Male"," Separated"
0," White",35," Unmarried"," Female"," Divorced"
1," White",52," Husband"," Male"," Married-civ-spouse"
0," White",37," Not-in-family"," Female"," Divorced"
0," White",18," Own-child"," Male"," Never-married"
0," White",37," Husband"," Male"," Married-civ-spouse"
1," Black",46," Husband"," Male"," Married-civ-spouse"
0," White",25," Own-child"," Male"," Never-married"
1," White",47," Husband"," Male"," Married-civ-spouse"
1," White",55," Husband"," Male"," Married-civ-spouse"
0," Other",32," Wife"," Female"," Married-civ-spouse"
0," White",25," Own-child"," Female"," Divorced"
0," Black",50," Unmarried"," Female"," Widowed"
0," Black",18," Own-child"," Male"," Never-married"
0," White",25," Not-in-family"," Male"," Never-married"
0," White",23," Not-in-family"," Female"," Never-married"
0," White",51," Husband"," Male"," Married-civ-spouse"
0," White",47," Husband"," Male"," Married-civ-spouse"
0," White",37," Unmarried"," Male"," Never-married"
1," White",37," Unmarried"," Female"," Divorced"
0," White",27," Own-child"," Male"," Never-married"
0," White",19," Own-child"," Female"," Never-married"
0," White",52," Husband"," Male"," Married-civ-spouse"
0," White",25," Wife"," Female"," Married-civ-spouse"
0," Other",17," Own-child"," Female"," Never-married"
0," White",21," Own-child"," Female"," Never-married"
0," White",41," Husband"," Male"," Married-civ-spouse"
1," White",55," Husband"," Male"," Married-civ-spouse"
0," White",20," Unmarried"," Female"," Separated"
0," White",24," Husband"," Male"," Married-civ-spouse"
1," White",41," Husband"," Male"," Married-civ-spouse"
0," White",23," Own-child"," Female"," Never-married"
0," White",33," Wife"," Female"," Married-civ-spouse"
1," White",29," Not-in-family"," Female"," Never-married"
0," Amer-Indian-Eskimo",50," Unmarried"," Female"," Married-spouse-absent"
0," White",37," Not-in-family"," Male"," Married-spouse-absent"
1," White",48," Husband"," Male"," Married-civ-spouse"
0," White",19," Own-child"," Female"," Never-married"
0," White",40," Not-in-family"," Male"," Divorced"
0," White",30," Unmarried"," Female"," Never-married"
0," White",65," Husband"," Male"," Married-civ-spouse"
0," Black",44," Husband"," Male"," Married-civ-spouse"
0," White",32," Not-in-family"," Male"," Divorced"
1," White",41," Husband"," Male"," Married-civ-spouse"
0," White",28," Husband"," Male"," Married-civ-spouse"
1," White",44," Husband"," Male"," Married-civ-spouse"
0," White",39," Unmarried"," Female"," Divorced"
0," White",59," Unmarried"," Female"," Widowed"
1," White",31," Husband"," Male"," Married-civ-spouse"
0," White",34," Not-in-family"," Male"," Divorced"
0," White",20," Own-child"," Male"," Never-married"
0," White",33," Husband"," Male"," Married-civ-spouse"
1," White",52," Husband"," Male"," Married-civ-spouse"
0," White",31," Not-in-family"," Female"," Divorced"
0," White",39," Husband"," Male"," Married-civ-spouse"
0," White",35," Husband"," Male"," Married-civ-spouse"
0," White",37," Husband"," Male"," Married-civ-spouse"
1," White",44," Husband"," Male"," Married-civ-spouse"
0," White",28," Not-in-family"," Male"," Never-married"
0," White",17," Own-child"," Female"," Never-married"
0," White",23," Own-child"," Female"," Never-married"
1," White",35," Husband"," Male"," Married-civ-spouse"
0," White",19," Own-child"," Male"," Never-married"
0," White",30," Husband"," Male"," Married-civ-spouse"
0," White",27," Not-in-family"," Female"," Never-married"
0," White",29," Own-child"," Male"," Never-married"
1," White",27," Not-in-family"," Male"," Never-married"
1," White",37," Husband"," Male"," Married-civ-spouse"
1," White",44," Husband"," Male"," Married-civ-spouse"
1," White",34," Husband"," Male"," Married-civ-spouse"
0," White",43," Not-in-family"," Female"," Separated"
0," White",41," Not-in-family"," Male"," Divorced"
0," White",34," Not-in-family"," Male"," Never-married"
0," White",23," Not-in-family"," Male"," Never-married"
0," White",51," Wife"," Female"," Married-civ-spouse"
0," White",24," Own-child"," Male"," Never-married"
1," White",38," Wife"," Female"," Married-civ-spouse"
0," Black",24," Husband"," Male"," Married-civ-spouse"
1," White",53," Husband"," Male"," Married-civ-spouse"
1," White",33," Husband"," Male"," Married-civ-spouse"
0," White",24," Own-child"," Male"," Never-married"
1," Black",45," Husband"," Male"," Married-civ-spouse"
0," White",31," Not-in-family"," Male"," Divorced"
0," Black",38," Not-in-family"," Female"," Widowed"
1," White",28," Wife"," Female"," Married-civ-spouse"
1," White",38," Husband"," Male"," Married-civ-spouse"
0," White",25," Not-in-family"," Male"," Never-married"
0," White",29," Not-in-family"," Male"," Never-married"
0," White",29," Not-in-family"," Female"," Never-married"
1," White",48," Husband"," Male"," Married-civ-spouse"
0," Asian-Pac-Islander",24," Own-child"," Female"," Never-married"
0," White",31," Not-in-family"," Female"," Never-married"
0," White",36," Not-in-family"," Male"," Divorced"
1," White",62," Husband"," Male"," Married-civ-spouse"
0," White",25," Own-child"," Female"," Never-married"
0," White",55," Unmarried"," Female"," Divorced"
0," White",21," Other-relative"," Female"," Never-married"
0," White",60," Husband"," Male"," Married-civ-spouse"
0," White",41," Own-child"," Male"," Divorced"
0," White",43," Husband"," Male"," Married-civ-spouse"
1," White",30," Husband"," Male"," Married-civ-spouse"
0," White",47," Husband"," Male"," Married-civ-spouse"
0," White",50," Husband"," Male"," Married-civ-spouse"
1," White",41," Husband"," Male"," Married-civ-spouse"
0," White",23," Not-in-family"," Male"," Never-married"
0," White",38," Not-in-family"," Female"," Divorced"
0," White",30," Not-in-family"," Male"," Never-married"
0," White",35," Unmarried"," Female"," Divorced"
0," White",25," Unmarried"," Female"," Divorced"
0," White",61," Husband"," Male"," Married-civ-spouse"
0," White",71," Husband"," Male"," Married-civ-spouse"
0," White",35," Unmarried"," Female"," Divorced"
0," White",35," Unmarried"," Female"," Divorced"
0," White",38," Husband"," Male"," Married-civ-spouse"
0," White",27," Own-child"," Male"," Never-married"
0," White",51," Unmarried"," Female"," Widowed"
0," White",55," Not-in-family"," Female"," Divorced"
0," White",45," Husband"," Male"," Married-civ-spouse"
0," Black",33," Wife"," Female"," Married-civ-spouse"
0," Black",25," Not-in-family"," Male"," Never-married"
1," White",52," Husband"," Male"," Married-civ-spouse"
0," White",46," Own-child"," Female"," Divorced"
0," White",34," Wife"," Female"," Married-civ-spouse"
0," White",52," Husband"," Male"," Married-civ-spouse"
0," White",47," Unmarried"," Female"," Divorced"
0," Black",46," Not-in-family"," Female"," Divorced"
1," White",36," Husband"," Male"," Married-civ-spouse"
0," White",69," Husband"," Male"," Married-civ-spouse"
1," White",34," Wife"," Female"," Married-civ-spouse"
0," White",36," Not-in-family"," Male"," Never-married"
0," White",31," Not-in-family"," Male"," Never-married"
1," White",31," Wife"," Female"," Married-civ-spouse"
0," White",38," Husband"," Male"," Married-civ-spouse"
0," White",57," Unmarried"," Female"," Divorced"
0," White",24," Own-child"," Male"," Never-married"
0," White",37," Unmarried"," Male"," Divorced"
1," White",69," Husband"," Male"," Married-civ-spouse"
1," White",39," Husband"," Male"," Married-civ-spouse"
0," White",38," Unmarried"," Male"," Divorced"
0," Black",34," Not-in-family"," Male"," Never-married"
0," White",21," Own-child"," Female"," Never-married"
0," White",21," Not-in-family"," Female"," Never-married"
0," White",61," Husband"," Male"," Married-civ-spouse"
0," White",35," Husband"," Male"," Married-civ-spouse"
0," Black",29," Not-in-family"," Male"," Never-married"
0," White",18," Own-child"," Female"," Never-married"
0," White",41," Own-child"," Male"," Divorced"
1," Black",42," Husband"," Male"," Married-civ-spouse"
1," White",52," Not-in-family"," Female"," Divorced"
0," White",38," Unmarried"," Female"," Never-married"
0," White",51," Husband"," Male"," Married-civ-spouse"
0," Asian-Pac-Islander",55," Other-relative"," Male"," Married-civ-spouse"
0," White",20," Own-child"," Female"," Never-married"
0," White",23," Not-in-family"," Male"," Never-married"
0," White",24," Husband"," Male"," Married-civ-spouse"
0," White",48," Other-relative"," Male"," Divorced"
0," White",22," Not-in-family"," Female"," Never-married"
0," White",22," Own-child"," Female"," Never-married"
0," Black",28," Unmarried"," Female"," Never-married"
1," White",28," Husband"," Male"," Married-civ-spouse"
1," White",34," Husband"," Male"," Married-civ-spouse"
0," Black",25," Not-in-family"," Male"," Never-married"
0," White",48," Not-in-family"," Male"," Divorced"
0," White",32," Husband"," Male"," Married-civ-spouse"
0," Amer-Indian-Eskimo",31," Own-child"," Male"," Never-married"
0," White",65," Other-relative"," Female"," Widowed"
0," White",56," Not-in-family"," Female"," Divorced"
0," Amer-Indian-Eskimo",22," Not-in-family"," Male"," Never-married"
0," White",27," Other-relative"," Male"," Never-married"
0," Black",27," Not-in-family"," Female"," Never-married"
0," White",30," Husband"," Male"," Married-civ-spouse"
0," White",33," Not-in-family"," Female"," Never-married"
1," White",50," Husband"," Male"," Married-civ-spouse"
0," White",19," Own-child"," Female"," Never-married"
0," White",42," Husband"," Male"," Married-civ-spouse"
0," Black",37," Husband"," Male"," Married-civ-spouse"
0," White",26," Own-child"," Male"," Never-married"
0," Black",32," Own-child"," Female"," Never-married"
0," White",43," Unmarried"," Female"," Separated"
0," White",47," Unmarried"," Female"," Divorced"
1," White",26," Wife"," Female"," Married-civ-spouse"
0," White",24," Not-in-family"," Female"," Never-married"
0," White",34," Not-in-family"," Female"," Divorced"
0," White",33," Husband"," Male"," Married-civ-spouse"
1," Asian-Pac-Islander",35," Not-in-family"," Female"," Never-married"
1," White",57," Husband"," Male"," Married-civ-spouse"
0," White",45," Husband"," Male"," Married-civ-spouse"
0," Black",42," Unmarried"," Female"," Separated"
0," White",25," Own-child"," Male"," Never-married"
1," White",56," Husband"," Male"," Married-civ-spouse"
0," White",25," Own-child"," Male"," Never-married"
0," White",23," Own-child"," Male"," Never-married"
0," White",35," Husband"," Male"," Married-civ-spouse"
0," White",28," Other-relative"," Male"," Never-married"
1," White",41," Husband"," Male"," Married-civ-spouse"
0," White",26," Not-in-family"," Male"," Never-married"
0," Black",37," Not-in-family"," Female"," Divorced"
0," Other",22," Unmarried"," Male"," Never-married"
0," White",30," Not-in-family"," Male"," Divorced"
0," White",42," Not-in-family"," Male"," Separated"
0," White",38," Not-in-family"," Female"," Divorced"
0," White",49," Husband"," Male"," Married-civ-spouse"
1," White",27," Husband"," Male"," Married-civ-spouse"
1," White",43," Wife"," Female"," Married-civ-spouse"
0," White",68," Wife"," Female"," Married-civ-spouse"
0," White",41," Husband"," Male"," Married-civ-spouse"
0," White",25," Not-in-family"," Male"," Never-married"
0," White",23," Own-child"," Male"," Never-married"
1," White",68," Husband"," Male"," Married-civ-spouse"
0," White",17," Own-child"," Male"," Never-married"
0," White",45," Not-in-family"," Female"," Never-married"
1," White",45," Not-in-family"," Male"," Divorced"
1," White",30," Husband"," Male"," Married-civ-spouse"
0," White",49," Not-in-family"," Female"," Divorced"
1," White",42," Husband"," Male"," Married-civ-spouse"
0," White",29," Other-relative"," Female"," Never-married"
0," White",21," Not-in-family"," Female"," Never-married"
0," White",20," Own-child"," Female"," Never-married"
0," Black",59," Not-in-family"," Female"," Divorced"
0," White",26," Husband"," Male"," Married-civ-spouse"
0," White",25," Not-in-family"," Female"," Never-married"
1," White",33," Husband"," Male"," Married-civ-spouse"
0," White",35," Unmarried"," Female"," Divorced"
1," White",45," Husband"," Male"," Married-civ-spouse"
0," White",66," Husband"," Male"," Married-civ-spouse"
0," Black",67," Unmarried"," Female"," Widowed"
0," Other",33," Not-in-family"," Male"," Never-married"
0," Other",38," Husband"," Male"," Married-civ-spouse"
0," White",72," Husband"," Male"," Married-civ-spouse"
0," White",21," Own-child"," Female"," Never-married"
0," White",39," Husband"," Male"," Married-civ-spouse"
1," White",41," Husband"," Male"," Married-civ-spouse"
0," White",22," Not-in-family"," Male"," Never-married"
1," White",49," Husband"," Male"," Married-civ-spouse"
0," White",24," Not-in-family"," Male"," Never-married"
0," White",25," Husband"," Male"," Married-civ-spouse"
0," White",26," Husband"," Male"," Married-civ-spouse"
0," White",50," Not-in-family"," Male"," Divorced"
0," White",23," Not-in-family"," Female"," Never-married"
0," White",41," Not-in-family"," Male"," Divorced"
0," White",60," Not-in-family"," Male"," Divorced"
0," White",67," Not-in-family"," Female"," Divorced"
0," White",77," Husband"," Male"," Married-civ-spouse"
0," White",62," Not-in-family"," Female"," Divorced"
0," White",22," Own-child"," Male"," Never-married"
0," White",37," Not-in-family"," Female"," Divorced"
0," White",17," Own-child"," Male"," Never-married"
1," White",52," Not-in-family"," Female"," Never-married"
0," White",31," Not-in-family"," Male"," Never-married"
0," White",23," Not-in-family"," Male"," Never-married"
0," White",27," Other-relative"," Male"," Never-married"
0," White",38," Wife"," Female"," Married-civ-spouse"
0," White",23," Not-in-family"," Female"," Never-married"
0," Black",22," Unmarried"," Female"," Never-married"
0," White",61," Husband"," Male"," Married-civ-spouse"
0," White",55," Husband"," Male"," Married-civ-spouse"
0," White",23," Own-child"," Female"," Never-married"
0," Asian-Pac-Islander",39," Unmarried"," Female"," Married-spouse-absent"
1," White",38," Husband"," Male"," Married-civ-spouse"
0," White",25," Own-child"," Female"," Never-married"
0," Asian-Pac-Islander",25," Unmarried"," Male"," Never-married"
0," White",66," Husband"," Male"," Married-civ-spouse"
0," White",30," Wife"," Female"," Married-civ-spouse"
0," White",32," Own-child"," Male"," Never-married"
1," White",43," Husband"," Male"," Married-civ-spouse"
0," White",18," Own-child"," Male"," Never-married"
0," White",20," Not-in-family"," Male"," Never-married"
0," Black",20," Other-relative"," Male"," Never-married"
0," Black",34," Unmarried"," Female"," Divorced"
0," White",33," Unmarried"," Male"," Married-spouse-absent"
0," White",40," Husband"," Male"," Married-civ-spouse"
1," White",33," Husband"," Male"," Married-civ-spouse"
0," White",30," Not-in-family"," Male"," Never-married"
0," White",41," Own-child"," Female"," Never-married"
0," White",20," Own-child"," Female"," Never-married"
1," White",40," Husband"," Male"," Married-civ-spouse"
0," White",44," Not-in-family"," Male"," Divorced"
0," Asian-Pac-Islander",50," Wife"," Female"," Married-civ-spouse"
0," White",38," Not-in-family"," Female"," Divorced"
0," White",30," Other-relative"," Male"," Married-civ-spouse"
0," White",45," Not-in-family"," Male"," Divorced"
0," White",25," Own-child"," Female"," Never-married"
0," White",22," Own-child"," Male"," Never-married"
0," White",25," Husband"," Male"," Married-civ-spouse"
0," White",63," Husband"," Male"," Married-civ-spouse"
1," White",55," Husband"," Male"," Married-civ-spouse"
0," White",26," Not-in-family"," Female"," Never-married"
0," White",22," Not-in-family"," Male"," Never-married"
0," White",41," Not-in-family"," Male"," Divorced"
0," White",21," Not-in-family"," Male"," Never-married"
0," White",39," Husband"," Male"," Married-civ-spouse"
0," White",82," Not-in-family"," Female"," Widowed"
0," White",18," Own-child"," Male"," Never-married"
0," White",60," Not-in-family"," Male"," Divorced"
0," White",22," Own-child"," Male"," Never-married"
1," Black",39," Not-in-family"," Female"," Never-married"
0," White",34," Husband"," Male"," Married-civ-spouse"
0," Black",50," Not-in-family"," Female"," Divorced"
0," White",53," Not-in-family"," Female"," Divorced"
0," Black",27," Own-child"," Male"," Never-married"
0," Black",37," Husband"," Male"," Married-civ-spouse"
0," White",25," Husband"," Male"," Married-civ-spouse"
0," White",33," Husband"," Male"," Married-civ-spouse"
0," White",34," Husband"," Male"," Married-civ-spouse"
0," White",35," Not-in-family"," Female"," Never-married"
1," White",51," Husband"," Male"," Married-civ-spouse"
0," White",33," Husband"," Male"," Married-civ-spouse"
1," White",57," Husband"," Male"," Married-civ-spouse"
0," White",25," Own-child"," Male"," Never-married"
0," White",56," Husband"," Male"," Married-civ-spouse"
1," White",34," Not-in-family"," Male"," Divorced"
0," White",36," Not-in-family"," Male"," Never-married"
1," White",46," Husband"," Male"," Married-civ-spouse"
1," White",55," Husband"," Male"," Married-civ-spouse"
0," White",88," Husband"," Male"," Married-civ-spouse"
0," White",60," Husband"," Male"," Married-civ-spouse"
0," White",40," Unmarried"," Female"," Separated"
0," White",21," Own-child"," Female"," Never-married"
0," Black",46," Wife"," Female"," Married-civ-spouse"
0," White",56," Husband"," Male"," Married-civ-spouse"
0," White",36," Not-in-family"," Male"," Divorced"
0," White",67," Husband"," Male"," Married-civ-spouse"
0," White",35," Husband"," Male"," Married-civ-spouse"
0," White",20," Not-in-family"," Female"," Never-married"
0," White",34," Husband"," Male"," Married-civ-spouse"
0," Asian-Pac-Islander",23," Own-child"," Male"," Never-married"
0," White",19," Own-child"," Male"," Never-married"
0," White",19," Not-in-family"," Female"," Never-married"
0," White",25," Own-child"," Male"," Never-married"
0," White",53," Husband"," Male"," Married-civ-spouse"
0," Black",18," Own-child"," Female"," Never-married"
0," White",31," Husband"," Male"," Married-civ-spouse"
0," White",33," Husband"," Male"," Married-civ-spouse"
0," Black",33," Not-in-family"," Male"," Divorced"
1," White",45," Unmarried"," Male"," Divorced"
0," Black",35," Unmarried"," Female"," Divorced"
0," White",20," Not-in-family"," Male"," Never-married"
0," White",36," Husband"," Male"," Married-civ-spouse"
0," White",36," Husband"," Male"," Married-civ-spouse"
0," White",51," Husband"," Male"," Married-civ-spouse"
0," White",45," Husband"," Male"," Married-civ-spouse"
1," Black",45," Unmarried"," Male"," Divorced"
0," White",24," Other-relative"," Male"," Never-married"
0," White",28," Own-child"," Female"," Never-married"
0," White",63," Husband"," Male"," Married-civ-spouse"
1," Black",35," Husband"," Male"," Married-civ-spouse"
0," White",25," Wife"," Female"," Married-civ-spouse"
1," White",36," Wife"," Female"," Married-civ-spouse"
0," White",44," Not-in-family"," Male"," Never-married"
0," White",49," Not-in-family"," Female"," Divorced"
0," White",52," Husband"," Male"," Married-civ-spouse"
0," Black",27," Not-in-family"," Male"," Never-married"
0," Black",35," Unmarried"," Male"," Never-married"
1," White",51," Husband"," Male"," Married-civ-spouse"
0," White",49," Husband"," Male"," Married-civ-spouse"
1," Asian-Pac-Islander",35," Husband"," Male"," Married-civ-spouse"
0," White",28," Not-in-family"," Female"," Divorced"
0," White",37," Not-in-family"," Male"," Divorced"
0," White",65," Not-in-family"," Female"," Divorced"
0," White",24," Own-child"," Female"," Never-married"
0," White",30," Not-in-family"," Female"," Never-married"
0," White",38," Husband"," Male"," Married-civ-spouse"
1," White",58," Husband"," Male"," Married-civ-spouse"
1," Black",57," Husband"," Male"," Married-civ-spouse"
1," White",40," Wife"," Female"," Married-civ-spouse"
0," Black",42," Not-in-family"," Female"," Divorced"
1," White",31," Husband"," Male"," Married-civ-spouse"
0," White",17," Own-child"," Male"," Never-married"
0," White",42," Not-in-family"," Female"," Divorced"
0," White",25," Not-in-family"," Female"," Never-married"
1," White",40," Husband"," Male"," Married-civ-spouse"
1," White",65," Not-in-family"," Male"," Never-married"
0," White",29," Not-in-family"," Female"," Never-married"
1," White",31," Husband"," Male"," Married-civ-spouse"
0," White",71," Not-in-family"," Male"," Widowed"
0," White",34," Own-child"," Female"," Never-married"
0," White",25," Other-relative"," Male"," Married-civ-spouse"
0," White",40," Husband"," Male"," Married-civ-spouse"
0," White",67," Not-in-family"," Female"," Widowed"
1," White",40," Husband"," Male"," Married-civ-spouse"
0," Black",18," Own-child"," Female"," Never-married"
1," White",38," Husband"," Male"," Married-civ-spouse"
0," White",38," Husband"," Male"," Married-civ-spouse"
0," Black",42," Husband"," Male"," Married-civ-spouse"
0," White",36," Own-child"," Female"," Separated"
0," White",23," Other-relative"," Male"," Married-civ-spouse"
0," Black",56," Husband"," Male"," Married-civ-spouse"
1," White",36," Husband"," Male"," Married-civ-spouse"
0," White",22," Unmarried"," Male"," Never-married"
0," White",39," Unmarried"," Female"," Divorced"
0," Asian-Pac-Islander",36," Own-child"," Female"," Divorced"
1," White",44," Husband"," Male"," Married-civ-spouse"
0," Black",38," Unmarried"," Female"," Divorced"
0," White",19," Own-child"," Male"," Never-married"
0," White",37," Husband"," Male"," Married-civ-spouse"
0," White",57," Not-in-family"," Female"," Divorced"
0," White",54," Husband"," Male"," Married-civ-spouse"
0," White",18," Own-child"," Male"," Never-married"
0," White",22," Own-child"," Male"," Never-married"
0," White",63," Husband"," Male"," Married-civ-spouse"
0," White",38," Wife"," Female"," Married-civ-spouse"
0," White",26," Other-relative"," Male"," Married-civ-spouse"
0," White",40," Other-relative"," Female"," Divorced"
0," White",20," Not-in-family"," Male"," Never-married"
0," White",39," Husband"," Male"," Married-civ-spouse"
0," White",28," Not-in-family"," Male"," Never-married"
1," Asian-Pac-Islander",30," Wife"," Female"," Married-civ-spouse"
0," White",42," Unmarried"," Female"," Divorced"
0," White",42," Not-in-family"," Male"," Divorced"
0," White",21," Not-in-family"," Female"," Never-married"
0," White",40," Unmarried"," Male"," Divorced"
0," White",36," Unmarried"," Female"," Never-married"
0," White",67," Not-in-family"," Male"," Divorced"
0," White",65," Not-in-family"," Female"," Divorced"
0," White",50," Unmarried"," Female"," Divorced"
0," White",18," Own-child"," Male"," Never-married"
0," Black",31," Not-in-family"," Female"," Never-married"
1," White",36," Husband"," Male"," Married-civ-spouse"
0," White",20," Own-child"," Female"," Never-married"
0," White",34," Husband"," Male"," Married-civ-spouse"
0," White",24," Husband"," Male"," Married-civ-spouse"
0," White",38," Unmarried"," Female"," Divorced"
0," White",17," Own-child"," Female"," Never-married"
0," White",52," Wife"," Female"," Married-civ-spouse"
1," White",34," Not-in-family"," Female"," Never-married"
0," Black",30," Husband"," Male"," Married-civ-spouse"
0," White",49," Husband"," Male"," Married-civ-spouse"
0," White",45," Not-in-family"," Female"," Never-married"
1," Asian-Pac-Islander",46," Husband"," Male"," Married-civ-spouse"
1," White",34," Husband"," Male"," Married-civ-spouse"
0," White",21," Wife"," Female"," Married-civ-spouse"
0," White",17," Own-child"," Female"," Never-married"
0," Black",23," Own-child"," Male"," Never-married"
0," White",32," Husband"," Male"," Married-civ-spouse"
0," White",22," Not-in-family"," Male"," Never-married"
1," White",48," Husband"," Male"," Married-civ-spouse"
0," White",27," Unmarried"," Male"," Never-married"
0," White",43," Not-in-family"," Male"," Never-married"
0," Asian-Pac-Islander",44," Wife"," Female"," Married-civ-spouse"
1," White",55," Husband"," Male"," Married-civ-spouse"
0," Black",31," Not-in-family"," Male"," Never-married"
0," White",34," Not-in-family"," Male"," Never-married"
0," White",34," Not-in-family"," Male"," Divorced"
0," White",37," Not-in-family"," Male"," Divorced"
0," White",21," Own-child"," Male"," Never-married"
0," Black",35," Husband"," Male"," Married-civ-spouse"
0," White",28," Not-in-family"," Female"," Divorced"
0," White",62," Not-in-family"," Female"," Divorced"
0," White",40," Husband"," Male"," Married-civ-spouse"
0," White",34," Not-in-family"," Female"," Never-married"
0," White",32," Not-in-family"," Female"," Never-married"
0," White",70," Not-in-family"," Female"," Widowed"
0," White",23," Husband"," Male"," Married-civ-spouse"
0," White",30," Own-child"," Male"," Never-married"
0," Asian-Pac-Islander",57," Husband"," Male"," Married-civ-spouse"
1," White",34," Husband"," Male"," Married-civ-spouse"
0," White",24," Husband"," Male"," Married-civ-spouse"
1," White",41," Husband"," Male"," Married-civ-spouse"
0," White",38," Husband"," Male"," Married-civ-spouse"
0," White",48," Not-in-family"," Female"," Divorced"
0," Black",43," Husband"," Male"," Married-civ-spouse"
0," White",18," Not-in-family"," Female"," Never-married"
1," White",35," Husband"," Male"," Married-civ-spouse"
0," White",42," Unmarried"," Male"," Divorced"
0," White",30," Unmarried"," Female"," Divorced"
1," White",42," Husband"," Male"," Married-civ-spouse"
0," Black",48," Other-relative"," Male"," Divorced"
0," White",70," Not-in-family"," Female"," Divorced"
0," White",37," Own-child"," Male"," Divorced"
0," White",51," Unmarried"," Female"," Separated"
0," White",35," Husband"," Male"," Married-civ-spouse"
1," White",59," Husband"," Male"," Married-civ-spouse"
1," White",57," Husband"," Male"," Married-civ-spouse"
0," White",26," Own-child"," Male"," Never-married"
0," Other",26," Not-in-family"," Male"," Separated"
0," White",19," Own-child"," Male"," Never-married"
0," White",34," Unmarried"," Female"," Divorced"
1," White",56," Not-in-family"," Female"," Never-married"
0," Asian-Pac-Islander",25," Own-child"," Female"," Never-married"
1," White",46," Husband"," Male"," Married-civ-spouse"
0," White",22," Husband"," Male"," Married-civ-spouse"
0," White",32," Unmarried"," Female"," Divorced"
0," White",72," Husband"," Male"," Married-civ-spouse"
0," White",36," Husband"," Male"," Married-civ-spouse"
1," White",28," Wife"," Female"," Married-civ-spouse"
0," White",76," Not-in-family"," Male"," Widowed"
0," White",37," Husband"," Male"," Married-civ-spouse"
1," White",42," Husband"," Male"," Married-civ-spouse"
0," White",44," Husband"," Male"," Married-civ-spouse"
1," White",33," Wife"," Female"," Married-civ-spouse"
